tx_price,sqft,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,median_school,num_schools,tx_year
234000,1532,62,4,6,5,36,4,41,13,30,60,69,327,7,3,2001
538430,1532,25,6,4,7,33,2,19,12,44,70,54,523,8,3,2011
649900,1538,43,5,2,3,33,5,16,34,46,44,68,539,5,3,2011
410000,1540,8,0,1,1,17,1,1,12,39,72,60,327,7,1,2005
236000,1542,17,5,1,1,29,0,9,6,35,76,48,311,3,3,2010
445000,1552,16,3,0,2,10,1,7,12,37,63,82,430,5,3,2009
325000,1556,44,5,3,6,20,2,29,12,36,66,73,315,8,3,2011
387000,1568,52,11,1,4,36,1,31,14,35,55,73,348,5,3,2012
334000,1584,18,2,1,6,20,1,7,5,39,72,62,299,8,3,2004
391066,1584,6,3,1,2,17,2,5,10,39,71,68,341,6,3,2015
395000,1586,9,1,0,2,5,0,5,5,44,94,66,352,7,3,2004
273050,1588,8,1,1,0,6,2,12,8,34,83,64,296,8,3,2011
524000,1600,46,6,6,4,41,4,17,13,34,76,73,430,6.5,2,2005
264900,1600,19,2,0,1,4,1,15,14,33,53,74,300,8.5,2,2004
719981,1610,100,7,8,17,107,6,46,31,32,34,50,655,8,3,2013
397000,1618,12,2,0,2,13,1,8,6,34,62,72,360,8,3,2012
612000,1628,14,1,1,5,12,1,5,8,36,47,83,561,9,3,2007
486990,1628,71,12,5,11,29,8,48,19,32,43,63,479,5,3,2011
785000,1640,53,13,4,7,42,2,37,15,35,80,87,527,4,3,2016
343000,1640,4,0,2,1,8,0,2,0,33,85,66,327,8,3,2008
420000,1646,71,8,14,4,29,14,38,39,32,49,46,381,4,3,2004
284900,1649,4,2,0,0,6,1,12,5,37,69,60,387,6,3,2003
200000,1650,3,0,0,1,6,0,12,1,28,85,31,266,6,3,2015
450000,1652,26,4,0,2,46,0,15,14,42,65,65,438,5,3,2010
420000,1656,15,0,1,1,12,8,15,18,32,63,70,358,7,3,2008
353140,1656,0,0,0,0,2,0,0,1,41,69,77,348,9,3,2009
223932,1656,16,2,3,0,5,1,8,6,47,50,84,422,5,2,1996
267500,1658,2,0,1,0,3,0,2,1,31,82,65,277,8,2,2003
285000,1661,21,2,0,4,19,3,11,12,45,61,70,270,6,3,2011
459990,1672,61,9,8,8,67,2,46,14,40,83,82,345,1,3,2008
241000,1674,21,4,1,3,17,5,15,13,45,65,76,348,5,3,2002
248500,1678,56,7,6,5,50,6,34,16,39,49,54,343,6,3,2002
427000,1680,61,4,6,5,36,4,38,10,30,60,69,336,7,3,2007
411300,1680,18,15,1,0,29,1,26,6,32,58,28,343,3,3,2014
347000,1684,21,4,1,3,17,5,15,13,45,65,76,344,5,3,2011
350000,1687,35,2,6,5,36,0,11,6,36,61,64,282,7,3,2013
234000,1692,23,3,3,3,28,0,21,8,40,84,74,286,7,3,2008
314900,1700,0,0,0,0,5,0,0,2,31,80,47,295,6,2,2014
379900,1708,64,3,7,7,57,3,32,24,38,77,71,377,7,3,2004
419900,1716,47,7,5,4,43,4,17,10,35,49,84,418,6.5,2,2004
290000,1722,25,4,1,5,15,1,20,12,34,66,72,418,8,3,2009
602000,1731,121,11,10,16,104,10,65,43,39,67,91,623,7,3,2011
282344,1731,31,3,3,2,39,5,23,8,30,65,69,237,8,3,2008
459900,1738,6,1,0,0,4,0,2,0,48,86,75,401,9,2,2012
200000,1746,23,6,1,2,17,1,17,12,35,55,73,340,5,3,2001
280000,1747,49,3,4,3,31,3,28,8,32,71,44,336,6,3,2010
435000,1750,0,0,0,0,1,0,0,2,44,77,62,343,6,3,2005
420000,1752,7,1,0,2,5,1,3,2,35,90,51,350,6,3,2016
389900,1756,52,3,4,4,32,3,30,8,32,71,44,327,6,3,2004
482413,1758,67,3,11,9,123,6,51,12,38,81,65,377,3,3,2005
305000,1760,10,1,0,0,8,0,5,5,28,90,62,334,8,2,2011
225000,1760,8,1,0,1,4,0,6,2,34,84,52,317,5.5,2,2009
359000,1766,12,2,1,3,15,3,12,10,39,33,74,471,5,3,2002
392000,1770,25,5,1,4,18,2,17,11,42,55,72,400,7,3,2009
565000,1774,112,18,5,12,89,3,31,23,35,55,28,504,4,3,2007
515000,1774,16,1,1,3,6,0,13,5,37,47,58,345,7,2,2005
478040,1774,2,0,1,0,3,0,4,1,33,92,64,304,8.5,2,2007
320000,1780,70,2,7,9,80,12,30,31,30,57,67,327,7,3,2011
477000,1798,6,4,0,1,7,1,5,6,33,68,55,515,3,3,2008
415000,1814,3,0,0,1,5,0,4,5,43,74,69,381,8,3,2010
525000,1815,12,2,1,3,15,3,12,11,39,33,74,454,5,3,2012
265000,1821,78,4,5,6,42,4,35,12,33,57,74,303,8,3,2008
680300,1827,13,3,1,3,18,4,12,14,40,78,83,625,9,3,2005
375000,1834,23,6,1,2,16,1,16,10,35,55,73,350,5,3,2011
235000,1840,68,11,4,5,52,2,52,18,45,40,50,269,5,3,2012
650000,1844,64,10,9,7,80,6,47,42,45,60,71,708,9,3,2004
440000,1860,29,2,3,6,118,2,19,17,35,71,54,383,7,3,2006
616700,1874,8,2,0,2,10,1,4,8,44,89,87,482,5,3,2005
299000,1882,11,2,1,0,5,0,8,2,29,82,44,229,4.5,2,2004
385000,1885,29,4,7,2,14,3,15,10,33,70,80,418,5,2,2003
435000,1888,83,8,4,9,181,6,51,23,33,66,83,430,7,3,2008
510000,1900,87,13,11,6,92,4,56,20,44,73,57,487,5,3,2010
292240,1900,113,9,8,19,106,5,41,32,32,34,50,471,4,3,2000
575000,1902,114,20,7,12,91,2,33,19,43,73,41,594,3,3,2004
647500,1908,185,16,39,27,107,11,76,75,34,18,90,576,5,3,2007
544240,1912,9,1,1,1,5,1,7,4,28,68,60,409,5.5,2,2005
249900,1919,24,1,1,3,37,1,11,9,38,77,56,290,7,3,2011
560000,1920,7,2,1,1,5,0,3,4,36,66,79,470,6,3,2005
250000,1923,83,4,9,14,87,9,54,25,35,80,44,310,7,3,2014
285000,1928,20,5,2,1,17,1,13,10,49,84,65,397,9,3,2015
225000,1940,4,1,0,0,1,0,5,5,29,88,73,271,8,1,2010
410000,1960,37,4,3,10,26,0,15,11,39,72,62,385,8,3,2011
424700,1962,61,10,8,5,70,3,39,17,39,64,34,463,3,3,2012
655000,1966,9,0,0,0,13,1,15,10,40,73,86,602,8,3,2007
245950,1971,25,2,3,3,8,0,9,7,39,36,37,245,8,3,2012
466000,1980,42,4,3,4,46,3,31,19,36,81,80,592,9,3,2005
320000,1980,19,1,3,0,13,1,11,8,44,61,60,430,6,2,2002
215000,1985,32,4,4,7,57,0,38,7,30,69,32,255,7,3,2008
485602,1986,85,13,4,7,66,8,66,39,44,76,58,463,5,3,2004
390000,2000,66,3,7,7,54,2,32,22,38,77,71,387,7,3,2007
265000,2004,2,0,1,0,2,0,3,1,33,92,64,339,8.5,2,2012
388000,2010,55,10,3,4,47,5,38,32,41,70,95,575,9,3,2003
422000,2012,82,5,9,7,43,5,48,13,30,60,69,332,7,3,2006
640000,2032,24,2,1,2,20,1,20,7,40,73,86,573,9,3,2007
307080,2036,25,3,3,1,16,1,12,2,32,81,25,450,3,3,2001
589900,2046,46,2,4,6,135,3,25,10,33,42,67,483,7,3,2007
439900,2052,22,3,1,3,23,1,10,10,41,70,65,423,3,3,2013
410000,2055,49,6,6,4,44,4,18,15,36,39,84,368,5,2,2008
605000,2057,48,13,8,9,41,7,41,22,32,34,76,477,2,3,2013
635000,2064,21,4,1,5,15,1,18,10,45,84,81,569,8,3,2011
310000,2073,63,7,9,5,85,2,53,10,30,51,44,229,4,3,2005
800000,2086,127,11,26,17,174,10,71,47,48,54,89,648,6,3,2009
280000,2100,147,9,18,25,107,10,63,72,28,38,89,640,9,3,1998
440000,2101,49,4,6,10,64,3,26,13,40,63,66,360,7,3,2013
321500,2102,70,16,7,8,93,4,19,18,40,50,55,479,3,3,2003
246677,2109,15,2,1,0,17,1,4,3,32,97,80,348,7,1,2016
440000,2118,31,1,6,0,13,1,8,9,40,80,66,431,7,3,2015
339400,2118,41,2,6,1,33,1,25,12,66,84,62,431,7,3,2010
279900,2148,42,8,3,1,43,0,20,3,40,75,47,279,5,3,2014
780000,2160,177,14,39,24,100,10,77,75,34,18,90,626,5,3,2013
300000,2163,2,0,0,0,5,0,0,5,48,88,84,532,7,3,2002
332000,2169,79,19,12,6,83,15,41,21,40,62,53,361,4,3,2014
317990,2190,29,1,5,0,13,1,8,13,40,80,66,431,8,3,2003
535000,2200,61,9,4,4,71,3,51,14,35,77,46,483,5,3,2012
642000,2200,20,7,0,3,27,4,11,23,40,85,25,491,5,3,2006
488000,2234,58,7,10,5,26,18,35,40,37,81,91,615,4,3,2003
297000,2240,0,0,0,0,2,0,2,0,38,83,49,360,6,2,2008
225000,2288,9,2,0,0,18,1,12,12,42,52,39,377,7,3,2013
729000,2320,139,17,16,16,106,6,62,36,48,60,77,725,9,3,2012
375000,2321,2,0,1,0,4,0,3,1,31,82,65,286,8,2,2006
521000,2329,22,4,1,3,20,5,17,14,45,65,76,539,5,3,2009
400000,2369,11,2,0,4,8,3,5,11,39,87,73,364,8,1,2014
340000,2372,9,0,1,1,7,4,9,17,40,59,62,360,7,3,2015
355000,2376,13,1,0,0,6,2,4,12,28,84,58,368,8,3,2004
470000,2401,10,5,1,3,17,2,6,10,39,71,68,400,6,3,2014
440000,2412,10,1,1,1,24,1,4,11,39,72,60,458,7,1,2005
760000,2426,56,17,10,7,76,3,18,17,40,50,55,508,3,3,2011
403000,2437,31,1,6,0,13,1,8,9,40,80,66,460,7,3,2007
308000,2448,90,5,13,21,71,20,53,53,53,75,65,691,4,3,1994
750000,2452,18,1,0,3,15,0,5,11,39,64,81,590,6,3,2007
708500,2460,131,6,19,19,259,12,97,46,45,70,71,671,9,3,2011
660000,2466,121,11,10,16,103,10,65,43,39,67,91,721,7,3,2004
790830,2466,121,11,10,16,104,10,65,43,39,67,91,815,7,3,2014
314100,2484,115,7,20,20,250,4,101,31,40,72,86,696,8,3,1997
734235,2496,37,5,6,2,17,19,22,48,34,31,46,594,4,3,2010
333250,2508,59,8,7,6,65,2,45,13,40,83,82,338,1,3,2012
680000,2556,79,12,10,8,93,5,56,39,33,55,71,728,9,3,2004
329990,2568,0,0,0,0,0,1,0,0,36,86,53,397,7,3,2010
300000,2618,56,7,6,4,46,7,32,14,40,51,72,487,6,3,2001
471000,2626,66,5,8,8,44,4,66,25,45,46,69,488,7,3,2003
400000,2628,13,1,1,3,13,1,11,12,39,89,74,485,7,3,2009
273001,2630,19,3,1,1,21,3,17,14,36,87,61,428,5,3,2000
605000,2636,50,12,9,11,32,7,38,21,43,32,66,499,2,3,2008
487500,2640,0,0,0,0,1,1,0,1,33,95,54,396,8,3,2005
282500,2689,39,5,8,3,45,13,27,13,40,62,32,301,4,3,2012
475000,2690,29,4,4,2,23,2,11,9,36,39,84,438,5,2,2009
325344,2700,14,2,0,1,7,3,5,4,37,69,36,285,6,3,2010
299000,2701,25,5,1,4,19,2,17,11,42,55,72,491,7,3,1999
489000,2722,26,3,4,2,15,3,13,10,33,70,80,459,5,2,2009
397000,2790,0,0,0,0,1,0,0,0,37,74,84,435,7,3,2012
396000,2800,6,2,0,0,4,0,4,1,33,58,44,500,7.5,2,2004
520000,2804,23,1,3,3,7,2,9,6,30,85,64,491,8,3,2004
468041,2807,21,1,3,0,18,0,6,5,32,78,45,449,3,3,2006
390000,2846,5,0,0,0,6,0,1,6,39,72,62,422,7,3,2007
345000,2900,0,0,0,0,0,0,1,0,38,83,60,370,8,3,2008
475000,2936,176,8,31,30,276,28,168,72,50,25,76,1391,2,3,1995
315435,3027,45,4,2,2,17,0,14,8,36,61,61,705,8,3,1995
359900,3060,7,0,2,0,4,0,5,1,32,91,65,430,8,3,2001
665000,3135,8,2,0,2,10,1,4,8,44,89,87,561,5,3,2013
534000,3155,8,2,1,2,3,0,7,4,31,93,76,494,7,1,2005
426000,3352,25,2,1,3,19,2,17,10,32,78,57,396,6,3,2008
509000,3408,115,11,25,14,177,11,71,47,48,54,89,519,6,3,2009
431375,3855,17,1,0,1,36,6,19,6,41,86,79,582,9,3,2002
343000,1232,17,6,1,3,29,0,5,7,33,82,47,291,3,3,2007
251000,1480,18,3,3,4,20,1,12,11,32,67,70,334,3,3,2009
393500,1492,44,16,1,4,57,3,21,6,37,62,55,360,4,3,2011
475000,1496,17,0,0,0,12,4,15,20,32,63,70,348,7,3,2005
225540,1500,6,1,0,1,22,2,6,3,33,50,36,246,4,3,2010
335000,1556,4,1,0,0,1,0,5,5,29,88,73,277,8,1,2007
498000,1584,33,5,3,5,23,1,23,12,34,36,86,373,8,3,2005
485000,1584,104,6,17,20,238,4,92,31,39,79,76,527,8,3,2003
285000,1628,20,5,2,1,17,1,13,10,49,84,65,397,9,3,2015
506900,1628,71,12,6,11,32,8,45,18,32,43,63,482,5,3,2011
200750,1633,6,3,0,1,11,1,4,4,43,82,76,401,8,3,1999
323500,1661,0,0,0,0,1,0,0,3,44,77,62,368,6,3,2003
293000,1700,4,0,2,1,8,0,2,1,34,75,65,270,8,3,2012
314900,1700,0,0,0,0,5,0,0,2,31,80,47,295,6,2,2014
417000,1712,0,0,0,0,2,1,0,3,44,77,62,393,6,3,2008
305109,1750,73,3,8,10,84,11,30,30,61,38,66,407,7,3,2011
275000,1764,71,10,12,5,31,12,37,35,33,79,55,445,5,3,2001
570000,1774,112,18,5,12,89,3,31,23,35,55,28,508,4,3,2016
560000,1920,7,2,1,1,5,0,3,4,36,66,79,470,6,3,2005
285540,2036,23,2,1,1,52,5,16,29,34,78,66,441,6,3,2001
318500,2052,104,9,24,15,36,7,34,33,38,46,42,381,6,3,2003
542450,2100,8,2,0,1,4,1,6,2,34,84,52,374,5.5,2,2007
345000,2136,58,5,4,7,78,5,85,23,52,61,86,688,9,3,1996
549000,2160,61,9,4,4,71,3,51,14,35,77,46,479,5,3,2013
593046,2208,9,1,1,1,3,0,7,3,28,68,60,434,5.5,2,2005
228000,2223,0,0,0,0,1,1,0,2,33,95,54,267,8,3,2010
373275,2236,21,4,1,5,15,1,18,10,34,66,72,614,8,3,1999
206500,2367,13,2,0,1,11,2,6,3,37,69,36,294,6,3,2001
525500,2382,18,4,1,2,12,1,10,10,31,77,69,423,7,2,2005
650000,2400,64,10,9,7,80,6,47,42,45,60,71,720,9,3,2004
363000,2422,19,2,1,5,22,2,14,7,35,94,75,334,8.5,2,2014
427000,2803,10,3,2,1,20,0,18,10,49,89,70,378,8,3,2013
500000,3019,53,6,5,8,82,9,80,27,33,74,80,623,9,3,2014
760000,3084,119,7,20,22,302,6,76,26,36,68,72,680,8,3,2013
755000,3200,118,7,20,22,297,6,77,27,36,68,72,684,8,3,2011
707368,3261,119,7,20,22,297,6,84,28,36,68,72,687,8,3,2003
412939,3578,17,0,2,0,8,0,6,13,40,56,68,499,8,3,2002
763812,4300,209,10,40,41,186,17,64,81,31,29,90,1941,8,3,2003
425000,1142,3,0,0,1,1,0,2,12,41,71,58,381,4,3,2011
216500,1176,0,0,0,0,1,1,0,0,47,67,41,281,7.5,2,2016
328150,1326,6,1,1,0,21,1,4,8,37,81,34,327,6,3,2008
325000,1365,52,11,3,3,48,1,30,9,30,84,25,377,4,3,2013
239900,1374,47,1,6,1,45,4,34,15,36,83,74,329,8,3,2002
355000,1662,26,8,2,2,31,1,19,5,39,56,19,343,4,3,2011
250000,1764,38,5,3,2,43,1,21,4,30,84,25,376,4,3,2015
515000,2852,7,2,1,1,5,0,3,2,42,85,76,533,6,3,2009
345000,2912,2,0,0,1,2,0,2,1,53,93,93,818,10,3,1993
675000,3616,56,12,14,14,37,2,18,9,37,93,47,584,3,3,2010
508053,4116,57,9,4,4,67,2,36,21,34,59,63,819,8,3,2001
687500,4300,7,2,1,5,13,0,4,7,44,86,85,655,9,3,2012
539079,5327,11,1,0,3,5,0,3,4,48,79,90,1065,10,3,1994
215000,800,0,0,0,0,2,0,1,4,36,69,51,237,6,3,2014
290000,876,22,5,2,2,30,1,19,8,39,56,19,471,4,3,2011
400000,954,9,2,1,1,16,1,3,5,40,73,44,400,4,3,2013
485000,988,8,2,0,3,3,0,0,6,58,66,81,532,5,3,2004
202000,1040,26,10,1,2,24,0,10,7,30,89,13,202,5,3,2008
281000,1040,26,5,0,3,36,5,9,11,47,79,63,433,8,3,2001
300000,1046,91,7,14,12,78,6,46,13,30,62,23,434,4,3,2015
266000,1056,47,15,1,5,63,2,26,5,37,62,55,348,4,3,2012
412000,1080,38,9,3,6,48,2,34,12,34,86,66,368,4,3,2006
385000,1092,5,1,0,1,5,1,13,6,45,87,79,426,9,3,2008
215000,1152,24,5,2,0,14,1,21,6,40,47,5,207,3.5,2,2014
585000,1170,197,9,36,34,197,15,69,48,47,52,79,540,6,3,2006
420000,1170,84,5,15,9,66,5,46,19,43,70,52,434,4,2,2008
315000,1200,22,1,3,1,36,3,21,9,28,76,42,260,8,3,2005
645000,1226,39,1,8,5,50,5,30,35,39,78,74,594,9,3,2006
276840,1269,124,15,15,10,178,4,67,13,32,82,37,319,6,3,2009
350000,1269,113,12,15,10,169,4,67,11,32,82,37,327,6,3,2014
500000,1272,45,5,3,6,71,7,78,21,43,71,66,491,9,3,2011
526000,1276,1,0,0,0,2,2,1,3,46,80,86,532,6,3,2004
390000,1302,32,4,6,2,27,5,30,20,49,73,63,330,7,3,2004
343500,1311,27,4,1,2,33,0,7,3,38,70,25,277,5,3,2005
275000,1314,4,1,1,0,5,2,10,3,50,89,60,405,3,3,2001
375000,1323,19,5,2,1,17,1,12,7,49,84,65,441,9,3,2009
625000,1325,80,6,9,13,73,8,22,39,40,70,82,540,9,3,2005
489950,1350,45,6,4,3,43,2,23,6,39,74,57,491,4,3,2006
329000,1360,0,0,0,0,2,1,2,3,45,82,51,368,6,3,2010
335000,1360,57,7,6,5,46,5,34,15,37,80,59,323,6,3,2011
214900,1364,42,7,2,2,33,3,29,26,29,63,45,339,3,3,2002
559900,1386,98,12,14,7,43,8,48,27,36,60,44,504,7,3,2012
200100,1387,41,6,5,2,58,0,21,10,28,69,29,264,5,3,2012
234000,1396,77,7,26,13,68,5,33,51,33,65,84,648,9,3,1998
230000,1404,25,7,1,0,14,2,21,10,35,69,25,348,3,3,2012
617500,1436,84,4,9,11,73,6,56,33,45,70,71,565,9,3,2005
645000,1449,42,7,7,7,56,9,44,17,45,82,80,605,9,3,2005
377750,1476,31,6,2,5,41,1,27,11,44,68,56,374,4,3,2011
390000,1484,60,5,4,7,79,5,86,25,50,57,77,614,9,3,2003
346080,1492,93,6,13,20,230,4,68,25,38,64,73,430,8,3,2009
418000,1500,33,5,2,4,30,2,14,12,34,80,70,422,6.5,2,2008
422000,1505,0,0,0,1,1,1,2,4,45,82,51,381,6,3,2013
200000,1512,56,7,6,4,46,7,32,15,44,71,63,315,6,3,2009
227000,1540,10,2,1,1,4,0,4,4,34,82,35,290,6,3,2009
475000,1549,137,15,10,11,88,9,88,44,36,72,50,311,5,3,2006
530000,1577,24,2,4,5,8,6,3,12,45,78,68,479,8,1,2014
375000,1588,45,7,2,2,28,5,30,26,29,63,45,339,3,3,2007
439900,1590,5,3,0,1,14,0,4,4,43,73,61,459,9,1,2005
219900,1590,0,0,0,0,5,0,0,3,38,83,67,471,9,1,1998
308000,1592,47,10,4,6,23,0,26,8,28,54,46,360,5,3,2016
242000,1593,19,4,1,0,9,0,18,5,39,83,55,220,5,2,2004
565000,1596,21,3,3,3,28,5,7,8,45,78,68,491,8,1,2013
258400,1640,1,0,0,0,2,0,0,0,43,60,36,306,5,3,2012
410000,1653,17,0,2,2,17,0,7,3,36,77,54,418,4,3,2012
562500,1653,1,1,0,0,4,1,0,4,40,87,65,479,9,3,2015
430000,1658,7,7,0,0,18,2,7,3,45,78,68,4508,3,3,2004
395000,1659,3,0,0,1,2,0,3,13,40,76,64,385,4,3,2014
348900,1662,78,7,8,12,89,11,38,29,61,38,66,352,7,3,2006
343000,1663,0,0,0,0,0,1,0,1,45,72,63,344,6,3,2011
377000,1702,2,0,0,0,3,0,3,10,30,76,69,383,6.5,2,2007
260000,1719,23,6,1,0,18,1,13,5,40,76,54,352,3,3,2002
400000,1721,14,7,1,1,14,0,19,3,34,78,32,372,3,3,2011
575000,1736,53,1,3,8,39,2,35,18,45,96,84,409,8,3,2005
390000,1744,0,0,0,0,1,0,1,3,43,95,77,430,8,2,2003
500000,1746,3,1,1,1,5,0,0,6,45,83,75,553,8,3,2015
304000,1755,5,3,1,1,9,0,5,4,36,75,35,308,4,3,2015
204000,1760,8,1,1,0,13,1,11,7,34,82,35,287,6,3,2008
335000,1772,7,2,0,0,9,1,6,13,37,78,45,368,5,3,2009
210000,1791,16,3,1,1,24,3,6,15,41,80,55,438,5,3,1998
495000,1795,6,1,0,0,16,1,2,7,33,62,44,385,6,3,2006
440000,1800,95,7,13,20,234,4,84,26,38,64,73,516,8,3,2014
225000,1800,79,4,3,14,172,4,45,28,35,50,66,339,7,3,2011
425000,1810,28,4,4,2,21,2,12,8,26,75,81,360,6.5,2,2005
387700,1820,26,5,2,2,24,1,13,8,38,84,54,422,4,3,2012
625000,1820,28,4,4,2,33,3,20,7,48,86,76,565,9,3,2005
358900,1824,13,6,1,0,11,0,15,9,36,87,61,400,5,3,2010
340000,1848,56,12,2,4,46,3,45,18,42,90,59,352,5,3,2010
540000,1858,13,3,0,0,9,1,5,5,42,77,50,368,6,3,2005
515000,1868,20,5,1,1,16,0,24,7,41,78,62,549,9,3,2004
708121,1880,6,1,0,0,3,0,2,0,44,94,78,499,7.5,2,2005
502250,1882,0,0,0,0,0,0,0,5,49,91,83,532,8,1,2004
580000,1888,2,0,0,0,2,1,2,6,38,70,89,573,10,3,2011
649000,1900,14,3,1,1,15,1,8,7,36,86,50,467,4,3,2005
202530,1907,2,0,0,0,10,3,5,8,39,74,70,411,9,3,1999
399000,1915,7,2,0,1,14,0,9,8,41,82,38,409,4,2,2003
232200,1918,38,4,0,5,43,5,23,13,44,100,72,471,8,3,1996
350400,1942,10,2,1,1,5,0,4,5,37,86,53,368,6,3,2013
375000,1950,14,2,3,2,7,3,3,7,38,83,67,441,9,1,2008
268000,1958,19,2,0,1,12,1,17,10,36,92,76,407,7,2,2001
274900,1976,16,3,2,2,19,2,17,11,36,87,61,351,5,3,2008
384406,1979,5,0,1,0,8,3,0,2,32,88,45,370,5,3,2008
235000,1992,7,2,0,1,8,0,9,5,41,78,62,594,9,3,1996
485000,2000,66,3,10,7,126,4,39,8,37,70,36,364,3,3,2005
451500,2022,64,14,5,2,48,3,36,7,29,85,36,352,3,3,2007
418000,2031,18,5,2,3,20,2,12,19,56,58,54,343,5,3,2014
555000,2032,0,0,0,0,1,0,0,2,42,97,68,503,7.5,2,2012
345000,2040,10,2,1,1,4,0,4,4,37,86,53,387,6,3,2012
375000,2051,86,5,8,4,34,1,47,13,32,62,63,360,5,3,2011
550500,2065,0,0,0,0,0,2,0,3,46,80,86,594,6,3,2004
630000,2067,42,6,6,4,47,15,30,30,34,57,72,567,4,3,2005
590000,2096,26,3,4,2,16,3,14,10,43,61,51,519,5,2,2014
306484,2102,37,6,5,4,42,1,40,11,33,60,56,402,3,3,2016
495000,2104,6,1,0,1,6,0,14,8,41,85,66,430,8,3,2014
642000,2106,0,0,1,0,2,1,1,3,40,86,74,586,6,3,2011
414000,2112,12,2,0,0,11,2,1,5,32,88,45,348,5,3,2004
215000,2125,12,4,2,1,15,1,8,7,31,77,54,491,8,3,1999
415000,2144,6,2,0,0,0,0,4,3,42,86,71,409,6.5,2,2012
673000,2145,18,1,1,1,28,0,38,7,48,88,78,590,9,3,2005
700000,2146,0,0,0,0,0,0,0,0,47,92,84,696,9,3,2007
700000,2152,0,0,0,0,0,0,0,2,40,75,57,590,9,3,2011
253000,2158,0,0,0,0,0,0,0,1,40,91,71,491,9,3,2000
450000,2196,20,5,2,1,16,0,11,12,41,65,65,450,8,3,2012
385000,2200,7,1,0,0,4,0,11,3,39,83,55,339,5,2,2015
464800,2232,19,2,2,1,19,0,11,8,43,95,77,471,8,2,2009
575000,2246,12,6,0,3,13,0,3,6,37,85,72,438,3,3,2007
429800,2280,2,0,0,0,8,0,2,1,30,100,75,321,8,3,2005
281990,2294,12,2,0,0,8,0,8,7,28,90,62,374,8,2,2002
579000,2295,59,1,12,8,45,3,31,12,49,75,57,532,3.5,2,2010
550000,2296,11,6,0,3,9,0,5,6,37,85,72,491,3,3,2013
307310,2298,26,3,2,4,15,0,9,12,38,83,48,306,7,3,2016
620000,2299,45,6,4,4,56,1,31,18,43,71,78,582,8,3,2013
297500,2300,9,1,0,6,6,1,0,4,47,88,74,553,8,3,1995
560000,2300,20,2,2,5,22,0,5,7,51,87,64,450,9,3,2006
585000,2300,23,7,1,1,11,1,19,3,49,79,70,520,3,3,2011
368765,2348,0,0,0,0,5,0,0,2,31,80,47,361,6,2,2013
540000,2352,18,2,0,1,12,1,17,10,36,92,76,549,7,2,2011
419000,2382,14,2,3,2,9,3,3,6,38,83,67,450,8,1,2012
475000,2388,0,0,0,0,6,1,0,10,39,72,60,490,7,1,2014
370000,2392,51,7,3,8,48,5,24,13,47,79,64,395,7,3,2002
269900,2394,23,4,2,4,30,0,24,11,34,76,56,405,7,3,2002
595000,2400,9,4,0,0,6,2,7,2,49,79,70,556,3,3,2009
420000,2402,28,5,3,5,29,1,20,11,38,83,48,405,7,3,2013
380000,2404,37,6,5,4,42,1,40,11,35,74,48,499,3,3,2009
535000,2463,3,0,0,1,6,0,4,7,34,92,78,532,8,3,2012
375000,2472,50,15,9,5,61,1,10,11,29,55,28,475,3,3,2008
525000,2496,7,0,0,0,5,0,6,12,40,59,62,586,7,3,2012
665000,2510,25,4,1,5,29,6,19,18,45,65,76,553,5,3,2007
650000,2523,60,3,7,6,44,5,66,26,42,56,60,395,7,3,2005
342500,2541,5,1,0,0,4,0,5,2,46,92,47,351,6,3,2010
205000,2559,36,11,3,5,37,0,21,6,38,63,46,397,6,3,2000
369990,2582,1,0,0,0,3,0,1,1,45,87,71,512,7,3,2000
448574,2588,40,8,4,5,37,1,22,17,34,79,31,499,4,3,2013
455000,2594,28,5,3,4,32,0,35,10,40,72,86,623,9,3,2003
260000,2600,11,2,0,1,12,2,9,5,32,85,42,351,6,3,2013
398000,2603,32,3,2,4,30,2,19,12,29,81,41,351,9,1,2013
504000,2615,13,2,3,2,8,5,3,6,45,78,68,524,8,1,2012
384900,2616,2,0,0,0,3,0,3,1,46,92,47,370,6,3,2014
352000,2632,0,0,0,0,0,0,0,2,49,78,72,630,8,3,2002
271500,2640,0,0,0,0,1,0,0,1,45,85,53,385,7,3,2000
640000,2681,15,3,0,1,17,0,15,10,35,70,73,623,8,3,2004
271135,2688,2,0,2,0,3,1,4,2,30,93,54,396,9,1,2000
570000,2720,0,0,0,0,1,0,0,0,41,67,24,594,8,3,2013
242500,2728,25,2,3,3,8,0,9,7,40,80,71,479,8,3,1996
310000,2768,147,19,14,19,126,6,57,34,37,52,83,651,9,3,2002
290000,2770,13,3,1,0,12,0,17,4,39,83,55,330,5,2,2010
745975,2789,39,8,4,5,31,4,16,19,32,67,70,553,3,3,2006
480000,2887,42,6,5,4,21,1,26,11,30,91,45,479,5,3,2003
510000,2938,118,16,12,14,99,3,44,16,46,64,76,573,4,3,2013
800000,2949,0,1,0,0,0,0,0,0,49,91,83,684,8,1,2011
705000,2966,6,0,0,1,6,0,5,3,42,97,68,590,7.5,2,2008
645000,3000,17,4,0,1,13,2,7,12,43,73,61,491,9,1,2005
342095,3000,1,0,0,0,4,1,1,3,32,85,42,374,6,3,2002
361000,3008,10,1,0,2,4,0,5,7,44,94,66,614,7,3,1998
290000,3024,15,3,1,3,36,5,15,13,37,71,80,706,4,3,1997
